catalog_id,handoff_ordinal,remaining_after_three,legacy_runtime_index,map_id,operation_map_id,objective_id,army_profile,start_profile,definition_id,scenario_setup_id,layout_id,packet,objective_system,required_tickets,required_capabilities,asset_folder,first_visit_size,recommended_size,default_difficulty,regular_seeds,recruit_standard_en_seed,veteran_standard_en_seed,commander_standard_en_seed,war_regular_en_fa_seed,large_war_regular_en_fa_seed,implementation_status,manual_win,aria_win,checkpoint,device,evidence_path
S100,100,yes,,AP,opmap.skirmish.airfield_plains,BA,A,E,skirmish.s100,scenario.skirmish.s100,layout.skirmish.ap.ba,Scenarios/AP_BA.md#s100,SkirmishBaseAssaultObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-06;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_ba,Assets/Game/Configs/SkirmishExpansion/Scenarios/S100,Standard,War,Regular,104829;130463;156021,196713,262247,327773,393341,458979,Planned,Pending,Pending,Pending,Pending,
S101,101,yes,,AP,opmap.skirmish.airfield_plains,BA,C,F,skirmish.s101,scenario.skirmish.s101,layout.skirmish.ap.ba,Scenarios/AP_BA.md#s101,SkirmishBaseAssaultObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-06;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_ba,Assets/Game/Configs/SkirmishExpansion/Scenarios/S101,Standard,War,Regular,104830;130464;156022,196714,262248,327774,393342,458980,Planned,Pending,Pending,Pending,Pending,
S102,102,yes,,AP,opmap.skirmish.airfield_plains,BA,C,E,skirmish.s102,scenario.skirmish.s102,layout.skirmish.ap.ba,Scenarios/AP_BA.md#s102,SkirmishBaseAssaultObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-06;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_ba,Assets/Game/Configs/SkirmishExpansion/Scenarios/S102,Standard,War,Regular,104831;130465;156023,196715,262249,327775,393343,458981,Planned,Pending,Pending,Pending,Pending,
S103,103,yes,,AP,opmap.skirmish.airfield_plains,FC,G,F,skirmish.s103,scenario.skirmish.s103,layout.skirmish.ap.fc,Scenarios/AP_FC.md#s103,SkirmishFrontlineObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-07;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_fc,Assets/Game/Configs/SkirmishExpansion/Scenarios/S103,Standard,War,Regular,104832;130466;156024,196716,262250,327776,393344,458982,Planned,Pending,Pending,Pending,Pending,
S104,104,yes,,AP,opmap.skirmish.airfield_plains,FC,G,E,skirmish.s104,scenario.skirmish.s104,layout.skirmish.ap.fc,Scenarios/AP_FC.md#s104,SkirmishFrontlineObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-07;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_fc,Assets/Game/Configs/SkirmishExpansion/Scenarios/S104,Standard,War,Regular,104833;130467;156025,196717,262251,327777,393345,458983,Planned,Pending,Pending,Pending,Pending,
S105,105,yes,,AP,opmap.skirmish.airfield_plains,FC,A,F,skirmish.s105,scenario.skirmish.s105,layout.skirmish.ap.fc,Scenarios/AP_FC.md#s105,SkirmishFrontlineObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-07;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_fc,Assets/Game/Configs/SkirmishExpansion/Scenarios/S105,Standard,War,Regular,104834;130468;156026,196718,262252,327778,393346,458984,Planned,Pending,Pending,Pending,Pending,
S106,106,yes,,AP,opmap.skirmish.airfield_plains,FC,A,E,skirmish.s106,scenario.skirmish.s106,layout.skirmish.ap.fc,Scenarios/AP_FC.md#s106,SkirmishFrontlineObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-07;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_fc,Assets/Game/Configs/SkirmishExpansion/Scenarios/S106,Standard,War,Regular,104835;130469;156027,196719,262253,327779,393347,458985,Planned,Pending,Pending,Pending,Pending,
S107,107,yes,,AP,opmap.skirmish.airfield_plains,FC,C,F,skirmish.s107,scenario.skirmish.s107,layout.skirmish.ap.fc,Scenarios/AP_FC.md#s107,SkirmishFrontlineObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-07;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_fc,Assets/Game/Configs/SkirmishExpansion/Scenarios/S107,Standard,War,Regular,104836;130470;156028,196720,262254,327780,393348,458986,Planned,Pending,Pending,Pending,Pending,
S108,108,yes,,AP,opmap.skirmish.airfield_plains,FC,C,E,skirmish.s108,scenario.skirmish.s108,layout.skirmish.ap.fc,Scenarios/AP_FC.md#s108,SkirmishFrontlineObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-07;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_fc,Assets/Game/Configs/SkirmishExpansion/Scenarios/S108,Standard,War,Regular,104837;130471;156029,196721,262255,327781,393349,458987,Planned,Pending,Pending,Pending,Pending,
S109,109,yes,,AP,opmap.skirmish.airfield_plains,BT,G,F,skirmish.s109,scenario.skirmish.s109,layout.skirmish.ap.bt,Scenarios/AP_BT.md#s109,SkirmishBreakthroughObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-08;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_bt,Assets/Game/Configs/SkirmishExpansion/Scenarios/S109,Standard,War,Regular,104838;130472;156030,196722,262256,327782,393350,458988,Planned,Pending,Pending,Pending,Pending,
S110,110,yes,,AP,opmap.skirmish.airfield_plains,BT,G,E,skirmish.s110,scenario.skirmish.s110,layout.skirmish.ap.bt,Scenarios/AP_BT.md#s110,SkirmishBreakthroughObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-08;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_bt,Assets/Game/Configs/SkirmishExpansion/Scenarios/S110,Standard,War,Regular,104839;130473;156031,196723,262257,327783,393351,458989,Planned,Pending,Pending,Pending,Pending,
S111,111,yes,,AP,opmap.skirmish.airfield_plains,BT,A,F,skirmish.s111,scenario.skirmish.s111,layout.skirmish.ap.bt,Scenarios/AP_BT.md#s111,SkirmishBreakthroughObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-08;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_bt,Assets/Game/Configs/SkirmishExpansion/Scenarios/S111,Standard,War,Regular,104840;130474;156032,196724,262258,327784,393352,458990,Planned,Pending,Pending,Pending,Pending,
S112,112,yes,,AP,opmap.skirmish.airfield_plains,BT,A,E,skirmish.s112,scenario.skirmish.s112,layout.skirmish.ap.bt,Scenarios/AP_BT.md#s112,SkirmishBreakthroughObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-08;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_bt,Assets/Game/Configs/SkirmishExpansion/Scenarios/S112,Standard,War,Regular,104841;130475;156033,196725,262259,327785,393353,458991,Planned,Pending,Pending,Pending,Pending,
S113,113,yes,,AP,opmap.skirmish.airfield_plains,BT,C,F,skirmish.s113,scenario.skirmish.s113,layout.skirmish.ap.bt,Scenarios/AP_BT.md#s113,SkirmishBreakthroughObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-08;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_bt,Assets/Game/Configs/SkirmishExpansion/Scenarios/S113,Standard,War,Regular,104842;130476;156034,196726,262260,327786,393354,458992,Planned,Pending,Pending,Pending,Pending,
S114,114,yes,,AP,opmap.skirmish.airfield_plains,BT,C,E,skirmish.s114,scenario.skirmish.s114,layout.skirmish.ap.bt,Scenarios/AP_BT.md#s114,SkirmishBreakthroughObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-08;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_bt,Assets/Game/Configs/SkirmishExpansion/Scenarios/S114,Standard,War,Regular,104843;130477;156035,196727,262261,327787,393355,458993,Planned,Pending,Pending,Pending,Pending,
S115,115,yes,,AP,opmap.skirmish.airfield_plains,CE,G,F,skirmish.s115,scenario.skirmish.s115,layout.skirmish.ap.ce,Scenarios/AP_CE.md#s115,SkirmishConvoyObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-09;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_ce;vehicle_repair,Assets/Game/Configs/SkirmishExpansion/Scenarios/S115,Standard,War,Regular,104844;130478;156036,196728,262262,327788,393356,458994,Planned,Pending,Pending,Pending,Pending,
S116,116,yes,,AP,opmap.skirmish.airfield_plains,CE,G,E,skirmish.s116,scenario.skirmish.s116,layout.skirmish.ap.ce,Scenarios/AP_CE.md#s116,SkirmishConvoyObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-09;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_ce;vehicle_repair,Assets/Game/Configs/SkirmishExpansion/Scenarios/S116,Standard,War,Regular,104845;130479;156037,196729,262263,327789,393357,458995,Planned,Pending,Pending,Pending,Pending,
S117,117,yes,,AP,opmap.skirmish.airfield_plains,CE,A,F,skirmish.s117,scenario.skirmish.s117,layout.skirmish.ap.ce,Scenarios/AP_CE.md#s117,SkirmishConvoyObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-09;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_ce;vehicle_repair,Assets/Game/Configs/SkirmishExpansion/Scenarios/S117,Standard,War,Regular,104846;130480;156038,196730,262264,327790,393358,458996,Planned,Pending,Pending,Pending,Pending,
S118,118,yes,,AP,opmap.skirmish.airfield_plains,CE,A,E,skirmish.s118,scenario.skirmish.s118,layout.skirmish.ap.ce,Scenarios/AP_CE.md#s118,SkirmishConvoyObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-09;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_ce;vehicle_repair,Assets/Game/Configs/SkirmishExpansion/Scenarios/S118,Standard,War,Regular,104847;130481;156039,196731,262265,327791,393359,458997,Planned,Pending,Pending,Pending,Pending,
S119,119,yes,,AP,opmap.skirmish.airfield_plains,CE,C,F,skirmish.s119,scenario.skirmish.s119,layout.skirmish.ap.ce,Scenarios/AP_CE.md#s119,SkirmishConvoyObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-09;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_ce;vehicle_repair,Assets/Game/Configs/SkirmishExpansion/Scenarios/S119,Standard,War,Regular,104848;130482;156040,196732,262266,327792,393360,458998,Planned,Pending,Pending,Pending,Pending,
S120,120,yes,,AP,opmap.skirmish.airfield_plains,CE,C,E,skirmish.s120,scenario.skirmish.s120,layout.skirmish.ap.ce,Scenarios/AP_CE.md#s120,SkirmishConvoyObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-09;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_ce;vehicle_repair,Assets/Game/Configs/SkirmishExpansion/Scenarios/S120,Standard,War,Regular,104849;130483;156041,196733,262267,327793,393361,458999,Planned,Pending,Pending,Pending,Pending,
